timestamp,model,seed,test_size,accuracy,precision,recall,f1,training_time,inference_time
2026-09-02T18:54:39.136300,Logistic Regression,42,0.2,0.9824561403508771,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.009457826614379883,0.0026111602783203125
2026-09-02T18:54:39.136490,Logistic Regression,123,0.2,0.9736842105263158,0.9726027397260274,0.9861111111111112,0.9793103448275862,0.009951353073120117,0.0026178359985351562
2026-09-02T18:54:39.136610,Logistic Regression,456,0.2,0.9912280701754386,0.9863013698630136,1.0,0.993103448275862,0.024179458618164062,0.0037817955017089844
2026-09-02T18:54:39.138836,Random Forest,42,0.2,0.956140350877193,0.958904109589041,0.9722222222222222,0.9655172413793104,0.3179762363433838,0.009368181228637695
2026-09-02T18:54:39.139093,Random Forest,123,0.2,0.9736842105263158,0.9859154929577465,0.9722222222222222,0.9790209790209791,0.3053262233734131,0.01467585563659668
2026-09-02T18:54:39.139221,Random Forest,456,0.2,0.9649122807017544,0.9594594594594594,0.9861111111111112,0.9726027397260274,0.43719482421875,0.013196945190429688
